StartX,StartY,TargetWidth,Velocity,DirectionAngle,Duration,RectLeft,RectTop,tMouse_X,Mouse_Y,IfClick
8,-163,96,64,281.8478097,909,611.9416498,103.5758788,645,146,1
32,-175,32,256,190.9961314,1299,329.2285643,117.0049645,371,141,0
93,-116,16,256,195.1413749,1539,344.9950467,144.6723466,399,166,0
112,73,16,64,5.981591477,1245,823.4195315,444.8215315,814,452,0
11,-186,32,192,129.5802932,1189,489.7427856,345.208824,528,331,0
-116,-123,96,64,219.7703404,820,435.9058066,167.1299248,474,216,1
-110,83,16,192,33.15324505,1119,702.3577399,564.3127097,682,552,0
-145,37,96,128,292.8668893,791,486.2907704,267.335559,538,333,1
-53,178,16,64,313.2199826,4294965093,666.6545666,448.4329306,67108863,67108863,0
-107,-121,32,256,328.0025711,1011,735.2776239,98.1186219,693,140,0
9,-143,64,128,247.1961077,964,569.9699328,84.6411634,602,158,0
-47,-169,16,64,233.8890889,1223,538.8352339,131.2176214,551,141,1
-101,-136,96,128,184.8436176,1194,338.998344,174.6195265,381,236,1
164,-77,16,256,0.631102491,1319,1133.474208,290.2173668,1078,298,0
125,-133,16,64,96.18301368,1374,747.5098783,318.0999307,757,311,0
-125,-127,32,64,220.0356625,1029,448.4634742,186.041189,466,203,1
10,155,64,128,350.2177807,1081,755.1852581,470.8478322,777,493,1
-62,-121,16,64,315.7268733,1493,638.8478587,175.3772027,646,187,1
119,-56,64,256,339.6231567,918,949.140848,200.9887416,968,236,1
-183,51,64,256,262.1234815,929,392.6615718,156.7458666,418,221,0
131,29,16,128,118.7931164,1070,697.0171053,512.5566042,715,482,0
-159,28,96,128,130.0091978,1022,350.1271521,450.2318216,405,509,1
112,108,96,256,350.6080701,1152,992.9033494,383.714167,1019,432,1
-9,-149,96,256,268.7113603,770,578.575415,-22.19369082,672,17,1
115,-111,64,128,92.17346676,915,718.5378894,346.0713695,742,363,1
184,47,32,256,32.7158051,4294964723,1238.777203,677.1470104,67108863,67108863,0
