StartX,StartY,TargetWidth,Velocity,DirectionAngle,Duration,RectLeft,RectTop,tMouse_X,Mouse_Y,IfClick
70,119,16,64,212.1123045,1982,593.9242952,403.1718911,607,410,1
75,109,32,64,242.4416657,1583,652.2711542,363.4574256,668,383,1
-34,152,32,192,321.7520711,910,725.346618,389.3092624,730,412,1
50,-164,64,192,340.1161883,820,805.5006103,110.6526553,826,146,1
-132,58,16,128,347.8375852,978,623.2202422,383.4434379,609,392,0
-28,-187,96,256,250.9561698,793,497.6665132,-67.16875471,563,35,0
-79,150,64,128,141.931211,761,453.3355605,537.2619695,491,559,1
-130,-136,16,64,346.2575796,1118,570.863686,199.1588183,576,208,1
163,34,96,256,269.2346715,749,752.4816746,157.4785539,797,232,1
72,-133,32,256,9.838188109,894,920.4351319,249.9207474,908,258,0
144,5,32,256,241.2606651,767,673.9056649,177.4129421,701,202,1
50,184,96,192,307.7140672,865,743.13208,365.2167536,780,422,1
110,128,64,256,279.7999946,858,755.9785475,236.1275371,773,301,0
154,-76,96,192,169.8127345,623,627.5465152,257.2859672,689,305,1
17,-137,64,256,263.0980068,734,602.7480945,7.173780845,638,72,0
90,-157,32,64,330.3826127,800,758.426122,161.7446145,769,182,1
-136,133,16,256,280.0631754,869,534.4291343,268.4540424,537,281,1
-160,29,32,192,152.424571,880,315.50104,450.5523105,348,453,0
143,31,64,192,67.22821364,764,807.8327977,494.3864636,834,505,1
-103,126,32,64,278.8341415,865,529.4864865,415.3958694,544,434,1
49,-120,16,192,334.0932333,866,830.3825092,159.4419476,827,169,0
-146,84,64,64,211.2202524,776,419.8525213,386.4542131,451,410,1
75,127,16,256,108.7646931,1120,614.8734373,750.1676217,650,625,0
27,145,32,192,41.67665554,897,780.9378721,604.6754877,784,603,0
-26,180,96,192,29.30041374,839,708.4516621,571.9414971,738,595,1
76,125,64,128,248.3250298,666,652.605746,374.0092956,688,425,1
88,169,96,128,238.3089652,874,620.7857925,385.0904634,675,431,1
43,-168,64,64,222.0363611,711,617.2588636,129.5805493,650,166,1
-77,-155,64,192,210.7709842,821,395.991929,92.61167645,436,132,1
84,-120,96,128,228.8364344,704,617.6635271,125.2772213,670,175,1
-61,-130,64,128,207.5413192,764,461.2476918,153.2815452,499,185,1
-81,120,96,128,66.93148454,761,549.1317631,521.5349695,587,551,1
-123,44,16,128,100.6433065,977,485.795661,519.475059,499,513,0
-37,-174,32,128,307.3972546,943,659.9942886,74.51795198,663,99,1
124,-60,64,256,166.4289223,675,565.8680484,308.1027898,638,332,0
-137,-65,96,64,138.1673391,771,418.2456458,279.8999051,475,325,1
108,103,64,256,1.003840194,766,911.2918018,434.4219243,911,457,0
-34,-172,64,192,347.0893029,809,725.5959742,121.2500982,732,156,1
-181,-32,32,64,262.7179168,797,436.5247331,261.3269133,450,277,1
-1,153,64,128,315.2952721,792,677.5982259,411.1257015,698,447,1
-140,74,16,128,233.4274822,965,418.5069654,326.9423166,434,347,0
90,-161,32,256,72.26698937,782,775.7134548,375.9898494,777,375,0
160,-78,64,64,34.05315334,820,811.9962811,279.7352884,845,305,1
-23,-162,16,64,29.00947839,929,661.0551933,218.8659232,669,230,1
-116,-56,16,256,72.84108922,960,587.8809399,528.8006788,592,537,1
-112,148,32,128,36.70347776,921,607.5353862,563.2189033,609,574,1
-64,-141,16,192,155.5552054,1039,385.3131082,294.0427272,405,295,0
44,-182,96,64,86.16125854,790,639.3690244,180.2096769,684,228,1
135,56,64,128,332.6347878,721,824.8595676,341.631067,854,373,1
82,111,32,192,192.4010114,1099,498.3747311,409.3467817,531,432,0
-125,-81,16,128,33.50215066,820,593.4828316,328.246406,587,333,0
31,-136,32,64,183.2515814,770,606.5876517,205.2496071,620,221,1
133,87,96,192,139.1817748,687,626.0676857,484.4510144,670,519,1
108,-157,32,128,214.7321935,865,641.8358618,124.4924095,667,141,1
153,37,96,64,357.9444578,695,788.9241466,347.4235018,827,394,1
134,-27,32,128,205.4624803,727,674.9956136,277.4756385,706,295,1
-177,-53,96,128,190.4452678,865,307.0195588,239.0936816,369,284,1
-2,-162,64,256,311.6017994,727,729.4065817,27.0126139,738,86,0
103,97,32,192,45.19046134,1147,881.5706427,596.6017144,892,590,0
161,6,64,192,348.7470078,874,931.7268574,301.6227811,926,334,0
121,129,16,192,176.1722488,951,572.3072389,493.0895075,598,499,0
29,167,96,192,214.1256267,816,490.199578,390.3561099,557,445,1
-17,171,32,256,25.07216134,1059,851.135995,629.2170409,848,627,0
-24,-185,64,256,34.84712677,788,749.2680562,258.0660064,750,271,0
-105,118,96,64,67.99417609,760,505.3097702,475.3050123,557,510,1
-3,-135,32,64,33.15226169,897,669.1514218,240.4521397,680,256,1
155,-26,16,128,106.1864517,889,755.0434164,436.0924442,768,429,0
15,-156,16,64,93.73875684,896,643.2820732,252.8956705,655,252,0
40,177,64,128,242.9449274,875,597.3611647,405.8514034,636,447,1
-35,-141,64,64,170.8793597,869,518.3430699,195.7748178,546,229,1
-90,-162,32,256,239.5848588,888,420.1642899,-11.91084509,457,35,0
-176,-11,96,64,291.3293265,830,435.5297225,250.9845092,484,290,1
112,89,96,128,1.516684928,816,808.9153718,403.777879,845,454,1
-79,-104,96,128,97.60716458,808,499.4273529,309.6253206,545,344,1
